Event,Detector,Constant,Count,RankWithinEvent
170219-v1,L1,Euler–Mascheroni Constant,21,2
170219-v1,L1,Golden Ratio,19,3
170219-v1,L1,Plastic Constant,10,4
170219-v1,L1,Apéry’s Constant (zeta(3)),5,5
170219-v1,L1,Khinchin’s Constant,2,6
170219-v1,L1,Catalan’s Constant,2,7
170219-v1,L1,Phi Squared,2,8
170219-v1,L1,Fine-Structure Constant,2,9
170219-v1,L1,Absolute Zero (K),1,10
170219-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),1,11
170219-v1,L1,Neutron Mass (kg),1,12
170219-v1,L1,Muon Mass (kg),1,13
170219-v1,L1,Planck Time (s),1,14
170219-v1,L1,Planck Charge (C),1,15
170219-v1,L1,Planck Constant (J·s),1,16
170219-v1,L1,Planck Length (m),1,17
170219-v1,L1,Proton Mass (kg),1,18
170219-v1,L1,Reduced Planck Constant (J·s),1,19
170219-v1,L1,Feigenbaum Alpha,1,20
170219-v1,L1,Elementary Charge (C),1,21
170219-v1,L1,Electron Mass (kg),1,22
170219-v1,L1,Critical Density (kg/m^3),1,23
170219-v1,L1,Boltzmann Constant (J/K),1,24
170219-v1,L1,Baryon-to-Photon Ratio,1,25
170219-v1,L1,Tau Mass (kg),1,26
170219-v1,L1,Planck Mass (kg),1,27
170219-v1,L1,Planck Temperature (K),0,28
170219-v1,L1,Solar Mass (kg),0,29
170219-v1,L1,Solar Radius (m),0,30
170219-v1,L1,Speed of Light (m/s),0,31
170219-v1,L1,Square Root of 2,0,32
170219-v1,L1,Square Root of 3,0,33
170219-v1,L1,Square Root of 5,0,34
170219-v1,L1,Hubble Constant (km/s/Mpc),0,35
170219-v1,L1,Pi,0,36
170219-v1,L1,Parsec (m),0,37
170219-v1,L1,Gas Constant R (J/(mol·K)),0,38
170219-v1,L1,Feigenbaum Delta,0,39
170219-v1,L1,Euler’s Number,0,40
170219-v1,L1,Earth Radius (m),0,41
170219-v1,L1,Earth Mass (kg),0,42
170219-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
170219-v1,L1,Cosmic Microwave Background Temp (K),0,44
170219-v1,L1,Avogadro Constant (1/mol),0,45
170219-v1,L1,Astronomical Unit (m),0,46
170219-v1,L1,Two Pi,0,47
170405-v1,H1,Golden Ratio,33,1
170405-v1,H1,Golden Ratio Conjugate,32,2
170405-v1,H1,Euler–Mascheroni Constant,27,3
170405-v1,H1,Catalan’s Constant,22,4
170405-v1,H1,Apéry’s Constant (zeta(3)),9,5
170405-v1,H1,Phi Squared,5,6
170405-v1,H1,Khinchin’s Constant,5,7
170405-v1,H1,Plastic Constant,3,8
170405-v1,H1,Absolute Zero (K),2,9
170405-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),2,10
170405-v1,H1,Muon Mass (kg),2,11
170405-v1,H1,Proton Mass (kg),2,12
170405-v1,H1,Neutron Mass (kg),2,13
170405-v1,H1,Planck Time (s),2,14
170405-v1,H1,Planck Charge (C),2,15
170405-v1,H1,Planck Constant (J·s),2,16
170405-v1,H1,Fine-Structure Constant,2,17
170405-v1,H1,Reduced Planck Constant (J·s),2,18
170405-v1,H1,Planck Mass (kg),2,19
170405-v1,H1,Elementary Charge (C),2,20
170405-v1,H1,Electron Mass (kg),2,21
170405-v1,H1,Critical Density (kg/m^3),2,22
170405-v1,H1,Square Root of 2,2,23
170405-v1,H1,Boltzmann Constant (J/K),2,24
170405-v1,H1,Baryon-to-Photon Ratio,2,25
170405-v1,H1,Tau Mass (kg),2,26
170405-v1,H1,Planck Length (m),2,27
170405-v1,H1,Square Root of 5,1,28
170405-v1,H1,Solar Mass (kg),0,29
170405-v1,H1,Solar Radius (m),0,30
170405-v1,H1,Speed of Light (m/s),0,31
170405-v1,H1,Square Root of 3,0,32
170405-v1,H1,Planck Temperature (K),0,33
170405-v1,H1,Hubble Constant (km/s/Mpc),0,34
170405-v1,H1,Pi,0,35
170405-v1,H1,Parsec (m),0,36
170405-v1,H1,Gas Constant R (J/(mol·K)),0,37
170405-v1,H1,Feigenbaum Delta,0,38
170405-v1,H1,Feigenbaum Alpha,0,39
170405-v1,H1,Euler’s Number,0,40
170405-v1,H1,Earth Radius (m),0,41
170405-v1,H1,Earth Mass (kg),0,42
170405-v1,H1,Coulomb Constant (N m^2 C^-2),0,43
170405-v1,H1,Cosmic Microwave Background Temp (K),0,44
170405-v1,H1,Avogadro Constant (1/mol),0,45
170405-v1,H1,Astronomical Unit (m),0,46
170405-v1,H1,Two Pi,0,47
170412-v1,H1,Catalan’s Constant,62,1
170412-v1,H1,Apéry’s Constant (zeta(3)),29,2
170412-v1,H1,Euler–Mascheroni Constant,13,3
170412-v1,H1,Golden Ratio Conjugate,12,4
170412-v1,H1,Golden Ratio,8,5
170412-v1,H1,Absolute Zero (K),7,6
170412-v1,H1,Planck Constant (J·s),7,7
170412-v1,H1,Planck Length (m),7,8
170412-v1,H1,Planck Mass (kg),7,9
170412-v1,H1,Neutron Mass (kg),7,10
170412-v1,H1,Muon Mass (kg),7,11
170412-v1,H1,Planck Time (s),7,12
170412-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),7,13
170412-v1,H1,Proton Mass (kg),7,14
170412-v1,H1,Reduced Planck Constant (J·s),7,15
170412-v1,H1,Planck Charge (C),7,16
170412-v1,H1,Elementary Charge (C),7,17
170412-v1,H1,Electron Mass (kg),7,18
170412-v1,H1,Critical Density (kg/m^3),7,19
170412-v1,H1,Boltzmann Constant (J/K),7,20
170412-v1,H1,Baryon-to-Photon Ratio,7,21
170412-v1,H1,Tau Mass (kg),7,22
170412-v1,H1,Fine-Structure Constant,6,23
170412-v1,H1,Plastic Constant,4,24
170412-v1,H1,Square Root of 2,3,25
170412-v1,H1,Solar Radius (m),0,26
170412-v1,H1,Speed of Light (m/s),0,27
170412-v1,H1,Square Root of 3,0,28
170412-v1,H1,Planck Temperature (K),0,29
170412-v1,H1,Square Root of 5,0,30
170412-v1,H1,Solar Mass (kg),0,31
170412-v1,H1,Hubble Constant (km/s/Mpc),0,32
170412-v1,H1,Pi,0,33
170412-v1,H1,Phi Squared,0,34
170412-v1,H1,Parsec (m),0,35
170412-v1,H1,Khinchin’s Constant,0,36
170412-v1,H1,Gas Constant R (J/(mol·K)),0,37
170412-v1,H1,Feigenbaum Delta,0,38
170412-v1,H1,Feigenbaum Alpha,0,39
170412-v1,H1,Euler’s Number,0,40
170412-v1,H1,Earth Radius (m),0,41
170412-v1,H1,Earth Mass (kg),0,42
170412-v1,H1,Coulomb Constant (N m^2 C^-2),0,43
170412-v1,H1,Cosmic Microwave Background Temp (K),0,44
170412-v1,H1,Avogadro Constant (1/mol),0,45
170412-v1,H1,Astronomical Unit (m),0,46
170412-v1,H1,Two Pi,0,47
170412-v1,L1,Golden Ratio Conjugate,110,1
170412-v1,L1,Catalan’s Constant,85,2
170412-v1,L1,Apéry’s Constant (zeta(3)),12,3
170412-v1,L1,Euler–Mascheroni Constant,12,4
170412-v1,L1,Absolute Zero (K),10,5
170412-v1,L1,Reduced Planck Constant (J·s),10,6
170412-v1,L1,Planck Length (m),10,7
170412-v1,L1,Planck Constant (J·s),10,8
170412-v1,L1,Planck Charge (C),10,9
170412-v1,L1,Planck Time (s),10,10
170412-v1,L1,Neutron Mass (kg),10,11
170412-v1,L1,Muon Mass (kg),10,12
170412-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),10,13
170412-v1,L1,Proton Mass (kg),10,14
170412-v1,L1,Fine-Structure Constant,10,15
170412-v1,L1,Planck Mass (kg),10,16
170412-v1,L1,Elementary Charge (C),10,17
170412-v1,L1,Electron Mass (kg),10,18
170412-v1,L1,Tau Mass (kg),10,19
170412-v1,L1,Baryon-to-Photon Ratio,10,20
170412-v1,L1,Critical Density (kg/m^3),10,21
170412-v1,L1,Boltzmann Constant (J/K),10,22
170412-v1,L1,Golden Ratio,7,23
170412-v1,L1,Plastic Constant,6,24
170412-v1,L1,Square Root of 2,3,25
170412-v1,L1,Phi Squared,3,26
170412-v1,L1,Square Root of 3,3,27
170412-v1,L1,Feigenbaum Delta,1,28
170412-v1,L1,Khinchin’s Constant,1,29
170412-v1,L1,Planck Temperature (K),0,30
170412-v1,L1,Speed of Light (m/s),0,31
170412-v1,L1,Square Root of 5,0,32
170412-v1,L1,Solar Radius (m),0,33
170412-v1,L1,Solar Mass (kg),0,34
170412-v1,L1,Hubble Constant (km/s/Mpc),0,35
170412-v1,L1,Pi,0,36
170412-v1,L1,Parsec (m),0,37
170412-v1,L1,Gas Constant R (J/(mol·K)),0,38
170412-v1,L1,Feigenbaum Alpha,0,39
170412-v1,L1,Euler’s Number,0,40
170412-v1,L1,Earth Radius (m),0,41
170412-v1,L1,Earth Mass (kg),0,42
170412-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
170412-v1,L1,Cosmic Microwave Background Temp (K),0,44
170412-v1,L1,Avogadro Constant (1/mol),0,45
170412-v1,L1,Astronomical Unit (m),0,46
170412-v1,L1,Two Pi,0,47
170423-v1,L1,Golden Ratio Conjugate,70,1
170423-v1,L1,Catalan’s Constant,56,2
170423-v1,L1,Euler–Mascheroni Constant,22,3
170423-v1,L1,Golden Ratio,20,4
170423-v1,L1,Absolute Zero (K),9,5
170423-v1,L1,Planck Length (m),9,6
170423-v1,L1,Planck Constant (J·s),9,7
170423-v1,L1,Planck Charge (C),9,8
170423-v1,L1,Planck Time (s),9,9
170423-v1,L1,Neutron Mass (kg),9,10
170423-v1,L1,Muon Mass (kg),9,11
170423-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),9,12
170423-v1,L1,Proton Mass (kg),9,13
170423-v1,L1,Fine-Structure Constant,9,14
170423-v1,L1,Reduced Planck Constant (J·s),9,15
170423-v1,L1,Planck Mass (kg),9,16
170423-v1,L1,Tau Mass (kg),9,17
170423-v1,L1,Elementary Charge (C),9,18
170423-v1,L1,Electron Mass (kg),9,19
170423-v1,L1,Baryon-to-Photon Ratio,9,20
170423-v1,L1,Boltzmann Constant (J/K),9,21
170423-v1,L1,Critical Density (kg/m^3),9,22
170423-v1,L1,Phi Squared,7,23
170423-v1,L1,Khinchin’s Constant,7,24
170423-v1,L1,Plastic Constant,5,25
170423-v1,L1,Apéry’s Constant (zeta(3)),3,26
170423-v1,L1,Feigenbaum Alpha,2,27
170423-v1,L1,Square Root of 2,2,28
170423-v1,L1,Square Root of 3,2,29
170423-v1,L1,Speed of Light (m/s),0,30
170423-v1,L1,Solar Radius (m),0,31
170423-v1,L1,Square Root of 5,0,32
170423-v1,L1,Planck Temperature (K),0,33
170423-v1,L1,Solar Mass (kg),0,34
170423-v1,L1,Hubble Constant (km/s/Mpc),0,35
170423-v1,L1,Pi,0,36
170423-v1,L1,Parsec (m),0,37
170423-v1,L1,Gas Constant R (J/(mol·K)),0,38
170423-v1,L1,Feigenbaum Delta,0,39
170423-v1,L1,Euler’s Number,0,40
170423-v1,L1,Earth Radius (m),0,41
170423-v1,L1,Earth Mass (kg),0,42
170423-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
170423-v1,L1,Cosmic Microwave Background Temp (K),0,44
170423-v1,L1,Avogadro Constant (1/mol),0,45
170423-v1,L1,Astronomical Unit (m),0,46
170423-v1,L1,Two Pi,0,47
170616-v1,H1,Catalan’s Constant,73,1
170616-v1,H1,Apéry’s Constant (zeta(3)),37,2
170616-v1,H1,Golden Ratio Conjugate,25,3
170616-v1,H1,Euler–Mascheroni Constant,23,4
170616-v1,H1,Golden Ratio,22,5
170616-v1,H1,Absolute Zero (K),11,6
170616-v1,H1,Planck Length (m),11,7
170616-v1,H1,Planck Charge (C),11,8
170616-v1,H1,Planck Mass (kg),11,9
170616-v1,H1,Planck Time (s),11,10
170616-v1,H1,Neutron Mass (kg),11,11
170616-v1,H1,Muon Mass (kg),11,12
170616-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),11,13
170616-v1,H1,Proton Mass (kg),11,14
170616-v1,H1,Reduced Planck Constant (J·s),11,15
170616-v1,H1,Planck Constant (J·s),11,16
170616-v1,H1,Elementary Charge (C),11,17
170616-v1,H1,Electron Mass (kg),11,18
170616-v1,H1,Critical Density (kg/m^3),11,19
170616-v1,H1,Boltzmann Constant (J/K),11,20
170616-v1,H1,Baryon-to-Photon Ratio,11,21
170616-v1,H1,Tau Mass (kg),11,22
170616-v1,H1,Fine-Structure Constant,9,23
170616-v1,H1,Plastic Constant,4,24
170616-v1,H1,Square Root of 2,2,25
170616-v1,H1,Feigenbaum Alpha,1,26
170616-v1,H1,Solar Mass (kg),0,27
170616-v1,H1,Solar Radius (m),0,28
170616-v1,H1,Speed of Light (m/s),0,29
170616-v1,H1,Square Root of 3,0,30
170616-v1,H1,Planck Temperature (K),0,31
170616-v1,H1,Square Root of 5,0,32
170616-v1,H1,Hubble Constant (km/s/Mpc),0,33
170616-v1,H1,Pi,0,34
170616-v1,H1,Phi Squared,0,35
170616-v1,H1,Parsec (m),0,36
170616-v1,H1,Khinchin’s Constant,0,37
170616-v1,H1,Gas Constant R (J/(mol·K)),0,38
170616-v1,H1,Feigenbaum Delta,0,39
170616-v1,H1,Euler’s Number,0,40
170616-v1,H1,Earth Radius (m),0,41
170616-v1,H1,Earth Mass (kg),0,42
170616-v1,H1,Coulomb Constant (N m^2 C^-2),0,43
170616-v1,H1,Cosmic Microwave Background Temp (K),0,44
170616-v1,H1,Avogadro Constant (1/mol),0,45
170616-v1,H1,Astronomical Unit (m),0,46
170616-v1,H1,Two Pi,0,47
170616-v1,L1,Catalan’s Constant,35,1
170616-v1,L1,Golden Ratio Conjugate,26,2
170616-v1,L1,Euler–Mascheroni Constant,12,3
170616-v1,L1,Golden Ratio,9,4
170616-v1,L1,Plastic Constant,9,5
170616-v1,L1,Khinchin’s Constant,6,6
170616-v1,L1,Phi Squared,6,7
170616-v1,L1,Fine-Structure Constant,4,8
170616-v1,L1,Apéry’s Constant (zeta(3)),3,9
170616-v1,L1,Absolute Zero (K),1,10
170616-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),1,11
170616-v1,L1,Neutron Mass (kg),1,12
170616-v1,L1,Muon Mass (kg),1,13
170616-v1,L1,Pi,1,14
170616-v1,L1,Planck Charge (C),1,15
170616-v1,L1,Planck Constant (J·s),1,16
170616-v1,L1,Planck Length (m),1,17
170616-v1,L1,Proton Mass (kg),1,18
170616-v1,L1,Feigenbaum Delta,1,19
170616-v1,L1,Planck Time (s),1,20
170616-v1,L1,Reduced Planck Constant (J·s),1,21
170616-v1,L1,Elementary Charge (C),1,22
170616-v1,L1,Electron Mass (kg),1,23
170616-v1,L1,Critical Density (kg/m^3),1,24
170616-v1,L1,Square Root of 2,1,25
170616-v1,L1,Square Root of 3,1,26
170616-v1,L1,Boltzmann Constant (J/K),1,27
170616-v1,L1,Baryon-to-Photon Ratio,1,28
170616-v1,L1,Tau Mass (kg),1,29
170616-v1,L1,Planck Mass (kg),1,30
170616-v1,L1,Solar Mass (kg),0,31
170616-v1,L1,Solar Radius (m),0,32
170616-v1,L1,Speed of Light (m/s),0,33
170616-v1,L1,Square Root of 5,0,34
170616-v1,L1,Hubble Constant (km/s/Mpc),0,35
170616-v1,L1,Planck Temperature (K),0,36
170616-v1,L1,Parsec (m),0,37
170616-v1,L1,Gas Constant R (J/(mol·K)),0,38
170616-v1,L1,Feigenbaum Alpha,0,39
170616-v1,L1,Euler’s Number,0,40
170616-v1,L1,Earth Radius (m),0,41
170616-v1,L1,Earth Mass (kg),0,42
170616-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
170616-v1,L1,Cosmic Microwave Background Temp (K),0,44
170616-v1,L1,Avogadro Constant (1/mol),0,45
170616-v1,L1,Astronomical Unit (m),0,46
170616-v1,L1,Two Pi,0,47
170630-v1,H1,Catalan’s Constant,64,1
170630-v1,H1,Euler–Mascheroni Constant,47,2
170630-v1,H1,Golden Ratio Conjugate,45,3
170630-v1,H1,Apéry’s Constant (zeta(3)),37,4
170630-v1,H1,Golden Ratio,37,5
170630-v1,H1,Absolute Zero (K),8,6
170630-v1,H1,Planck Length (m),8,7
170630-v1,H1,Planck Charge (C),8,8
170630-v1,H1,Planck Mass (kg),8,9
170630-v1,H1,Planck Time (s),8,10
170630-v1,H1,Neutron Mass (kg),8,11
170630-v1,H1,Muon Mass (kg),8,12
170630-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),8,13
170630-v1,H1,Proton Mass (kg),8,14
170630-v1,H1,Reduced Planck Constant (J·s),8,15
170630-v1,H1,Planck Constant (J·s),8,16
170630-v1,H1,Elementary Charge (C),8,17
170630-v1,H1,Electron Mass (kg),8,18
170630-v1,H1,Critical Density (kg/m^3),8,19
170630-v1,H1,Boltzmann Constant (J/K),8,20
170630-v1,H1,Baryon-to-Photon Ratio,8,21
170630-v1,H1,Tau Mass (kg),8,22
170630-v1,H1,Fine-Structure Constant,6,23
170630-v1,H1,Plastic Constant,6,24
170630-v1,H1,Square Root of 2,5,25
170630-v1,H1,Square Root of 5,1,26
170630-v1,H1,Feigenbaum Alpha,1,27
170630-v1,H1,Solar Mass (kg),0,28
170630-v1,H1,Solar Radius (m),0,29
170630-v1,H1,Speed of Light (m/s),0,30
170630-v1,H1,Square Root of 3,0,31
170630-v1,H1,Planck Temperature (K),0,32
170630-v1,H1,Hubble Constant (km/s/Mpc),0,33
170630-v1,H1,Pi,0,34
170630-v1,H1,Phi Squared,0,35
170630-v1,H1,Parsec (m),0,36
170630-v1,H1,Khinchin’s Constant,0,37
170630-v1,H1,Gas Constant R (J/(mol·K)),0,38
170630-v1,H1,Feigenbaum Delta,0,39
170630-v1,H1,Euler’s Number,0,40
170630-v1,H1,Earth Radius (m),0,41
170630-v1,H1,Earth Mass (kg),0,42
170630-v1,H1,Coulomb Constant (N m^2 C^-2),0,43
170630-v1,H1,Cosmic Microwave Background Temp (K),0,44
170630-v1,H1,Avogadro Constant (1/mol),0,45
170630-v1,H1,Astronomical Unit (m),0,46
170630-v1,H1,Two Pi,0,47
170630-v1,L1,Catalan’s Constant,55,1
170630-v1,L1,Plastic Constant,15,2
170630-v1,L1,Euler–Mascheroni Constant,14,3
170630-v1,L1,Golden Ratio,13,4
170630-v1,L1,Golden Ratio Conjugate,12,5
170630-v1,L1,Apéry’s Constant (zeta(3)),9,6
170630-v1,L1,Absolute Zero (K),4,7
170630-v1,L1,Proton Mass (kg),4,8
170630-v1,L1,Planck Mass (kg),4,9
170630-v1,L1,Planck Length (m),4,10
170630-v1,L1,Planck Constant (J·s),4,11
170630-v1,L1,Planck Charge (C),4,12
170630-v1,L1,Reduced Planck Constant (J·s),4,13
170630-v1,L1,Neutron Mass (kg),4,14
170630-v1,L1,Muon Mass (kg),4,15
170630-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),4,16
170630-v1,L1,Fine-Structure Constant,4,17
170630-v1,L1,Critical Density (kg/m^3),4,18
170630-v1,L1,Electron Mass (kg),4,19
170630-v1,L1,Tau Mass (kg),4,20
170630-v1,L1,Baryon-to-Photon Ratio,4,21
170630-v1,L1,Boltzmann Constant (J/K),4,22
170630-v1,L1,Planck Time (s),4,23
170630-v1,L1,Elementary Charge (C),4,24
170630-v1,L1,Khinchin’s Constant,3,25
170630-v1,L1,Square Root of 2,3,26
170630-v1,L1,Phi Squared,2,27
170630-v1,L1,Square Root of 3,1,28
170630-v1,L1,Cosmic Microwave Background Temp (K),1,29
170630-v1,L1,Euler’s Number,1,30
170630-v1,L1,Gas Constant R (J/(mol·K)),1,31
170630-v1,L1,Feigenbaum Delta,1,32
170630-v1,L1,Speed of Light (m/s),0,33
170630-v1,L1,Solar Radius (m),0,34
170630-v1,L1,Solar Mass (kg),0,35
170630-v1,L1,Square Root of 5,0,36
170630-v1,L1,Hubble Constant (km/s/Mpc),0,37
170630-v1,L1,Planck Temperature (K),0,38
170630-v1,L1,Pi,0,39
170630-v1,L1,Parsec (m),0,40
170630-v1,L1,Feigenbaum Alpha,0,41
170630-v1,L1,Earth Radius (m),0,42
170630-v1,L1,Earth Mass (kg),0,43
170630-v1,L1,Coulomb Constant (N m^2 C^-2),0,44
170630-v1,L1,Avogadro Constant (1/mol),0,45
170630-v1,L1,Astronomical Unit (m),0,46
170630-v1,L1,Two Pi,0,47
170705-v1,H1,Euler–Mascheroni Constant,12,1
170705-v1,H1,Golden Ratio,12,2
170705-v1,H1,Golden Ratio Conjugate,11,3
170705-v1,H1,Absolute Zero (K),3,4
170705-v1,H1,Planck Length (m),3,5
170705-v1,H1,Planck Constant (J·s),3,6
170705-v1,H1,Planck Charge (C),3,7
170705-v1,H1,Planck Time (s),3,8
170705-v1,H1,Neutron Mass (kg),3,9
170705-v1,H1,Muon Mass (kg),3,10
170705-v1,H1,Apéry’s Constant (zeta(3)),3,11
170705-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),3,12
170705-v1,H1,Proton Mass (kg),3,13
170705-v1,H1,Fine-Structure Constant,3,14
170705-v1,H1,Reduced Planck Constant (J·s),3,15
170705-v1,H1,Planck Mass (kg),3,16
170705-v1,H1,Catalan’s Constant,3,17
170705-v1,H1,Tau Mass (kg),3,18
170705-v1,H1,Elementary Charge (C),3,19
170705-v1,H1,Electron Mass (kg),3,20
170705-v1,H1,Baryon-to-Photon Ratio,3,21
170705-v1,H1,Boltzmann Constant (J/K),3,22
170705-v1,H1,Critical Density (kg/m^3),3,23
170705-v1,H1,Plastic Constant,2,24
170705-v1,H1,Phi Squared,1,25
170705-v1,H1,Khinchin’s Constant,1,26
170705-v1,H1,Feigenbaum Alpha,1,27
170705-v1,H1,Square Root of 2,1,28
170705-v1,H1,Square Root of 3,0,29
170705-v1,H1,Speed of Light (m/s),0,30
170705-v1,H1,Solar Radius (m),0,31
170705-v1,H1,Square Root of 5,0,32
170705-v1,H1,Planck Temperature (K),0,33
170705-v1,H1,Solar Mass (kg),0,34
170705-v1,H1,Hubble Constant (km/s/Mpc),0,35
170705-v1,H1,Pi,0,36
170705-v1,H1,Parsec (m),0,37
170705-v1,H1,Gas Constant R (J/(mol·K)),0,38
170705-v1,H1,Feigenbaum Delta,0,39
170705-v1,H1,Euler’s Number,0,40
170705-v1,H1,Earth Radius (m),0,41
170705-v1,H1,Earth Mass (kg),0,42
170705-v1,H1,Coulomb Constant (N m^2 C^-2),0,43
170705-v1,H1,Cosmic Microwave Background Temp (K),0,44
170705-v1,H1,Avogadro Constant (1/mol),0,45
170705-v1,H1,Astronomical Unit (m),0,46
170705-v1,H1,Two Pi,0,47
170705-v1,L1,Catalan’s Constant,65,1
170705-v1,L1,Apéry’s Constant (zeta(3)),18,2
170705-v1,L1,Plastic Constant,15,3
170705-v1,L1,Golden Ratio Conjugate,15,4
170705-v1,L1,Euler–Mascheroni Constant,9,5
170705-v1,L1,Absolute Zero (K),7,6
170705-v1,L1,Planck Length (m),7,7
170705-v1,L1,Planck Constant (J·s),7,8
170705-v1,L1,Planck Charge (C),7,9
170705-v1,L1,Planck Time (s),7,10
170705-v1,L1,Neutron Mass (kg),7,11
170705-v1,L1,Muon Mass (kg),7,12
170705-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),7,13
170705-v1,L1,Proton Mass (kg),7,14
170705-v1,L1,Reduced Planck Constant (J·s),7,15
170705-v1,L1,Planck Mass (kg),7,16
170705-v1,L1,Tau Mass (kg),7,17
170705-v1,L1,Elementary Charge (C),7,18
170705-v1,L1,Electron Mass (kg),7,19
170705-v1,L1,Baryon-to-Photon Ratio,7,20
170705-v1,L1,Boltzmann Constant (J/K),7,21
170705-v1,L1,Critical Density (kg/m^3),7,22
170705-v1,L1,Square Root of 2,6,23
170705-v1,L1,Fine-Structure Constant,6,24
170705-v1,L1,Golden Ratio,6,25
170705-v1,L1,Phi Squared,4,26
170705-v1,L1,Khinchin’s Constant,4,27
170705-v1,L1,Feigenbaum Alpha,1,28
170705-v1,L1,Square Root of 3,0,29
170705-v1,L1,Speed of Light (m/s),0,30
170705-v1,L1,Solar Radius (m),0,31
170705-v1,L1,Square Root of 5,0,32
170705-v1,L1,Planck Temperature (K),0,33
170705-v1,L1,Solar Mass (kg),0,34
170705-v1,L1,Hubble Constant (km/s/Mpc),0,35
170705-v1,L1,Pi,0,36
170705-v1,L1,Parsec (m),0,37
170705-v1,L1,Gas Constant R (J/(mol·K)),0,38
170705-v1,L1,Feigenbaum Delta,0,39
170705-v1,L1,Euler’s Number,0,40
170705-v1,L1,Earth Radius (m),0,41
170705-v1,L1,Earth Mass (kg),0,42
170705-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
170705-v1,L1,Cosmic Microwave Background Temp (K),0,44
170705-v1,L1,Avogadro Constant (1/mol),0,45
170705-v1,L1,Astronomical Unit (m),0,46
170705-v1,L1,Two Pi,0,47
170720-v1,H1,Catalan’s Constant,44,1
170720-v1,H1,Apéry’s Constant (zeta(3)),12,2
170720-v1,H1,Fine-Structure Constant,7,3
170720-v1,H1,Absolute Zero (K),6,4
170720-v1,H1,Planck Length (m),6,5
170720-v1,H1,Planck Charge (C),6,6
170720-v1,H1,Planck Mass (kg),6,7
170720-v1,H1,Planck Time (s),6,8
170720-v1,H1,Neutron Mass (kg),6,9
170720-v1,H1,Muon Mass (kg),6,10
170720-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),6,11
170720-v1,H1,Proton Mass (kg),6,12
170720-v1,H1,Reduced Planck Constant (J·s),6,13
170720-v1,H1,Planck Constant (J·s),6,14
170720-v1,H1,Elementary Charge (C),6,15
170720-v1,H1,Electron Mass (kg),6,16
170720-v1,H1,Tau Mass (kg),6,17
170720-v1,H1,Baryon-to-Photon Ratio,6,18
170720-v1,H1,Boltzmann Constant (J/K),6,19
170720-v1,H1,Critical Density (kg/m^3),6,20
170720-v1,H1,Plastic Constant,4,21
170720-v1,H1,Golden Ratio Conjugate,4,22
170720-v1,H1,Euler–Mascheroni Constant,3,23
170720-v1,H1,Square Root of 2,3,24
170720-v1,H1,Golden Ratio,3,25
170720-v1,H1,Feigenbaum Alpha,1,26
170720-v1,H1,Solar Mass (kg),0,27
170720-v1,H1,Square Root of 3,0,28
170720-v1,H1,Speed of Light (m/s),0,29
170720-v1,H1,Planck Temperature (K),0,30
170720-v1,H1,Square Root of 5,0,31
170720-v1,H1,Solar Radius (m),0,32
170720-v1,H1,Hubble Constant (km/s/Mpc),0,33
170720-v1,H1,Pi,0,34
170720-v1,H1,Phi Squared,0,35
170720-v1,H1,Parsec (m),0,36
170720-v1,H1,Khinchin’s Constant,0,37
170720-v1,H1,Gas Constant R (J/(mol·K)),0,38
170720-v1,H1,Feigenbaum Delta,0,39
170720-v1,H1,Euler’s Number,0,40
170720-v1,H1,Earth Radius (m),0,41
170720-v1,H1,Earth Mass (kg),0,42
170720-v1,H1,Coulomb Constant (N m^2 C^-2),0,43
170720-v1,H1,Cosmic Microwave Background Temp (K),0,44
170720-v1,H1,Avogadro Constant (1/mol),0,45
170720-v1,H1,Astronomical Unit (m),0,46
170720-v1,H1,Two Pi,0,47
170720-v1,L1,Golden Ratio Conjugate,131,1
170720-v1,L1,Catalan’s Constant,68,2
170720-v1,L1,Apéry’s Constant (zeta(3)),16,3
170720-v1,L1,Absolute Zero (K),9,4
170720-v1,L1,Fine-Structure Constant,9,5
170720-v1,L1,Planck Length (m),9,6
170720-v1,L1,Planck Constant (J·s),9,7
170720-v1,L1,Planck Charge (C),9,8
170720-v1,L1,Planck Time (s),9,9
170720-v1,L1,Proton Mass (kg),9,10
170720-v1,L1,Neutron Mass (kg),9,11
170720-v1,L1,Muon Mass (kg),9,12
170720-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),9,13
